Date,Price
2024-06-19,96.91
2024-06-20,96.99
2024-06-21,96.98
2024-06-24,97.05
2024-06-25,96.98
2024-06-26,96.86
2024-06-27,96.86
2024-06-28,96.66
2024-07-01,96.68
2024-07-02,96.7
2024-07-03,97.03
2024-07-04,96.97
2024-07-05,97.29
2024-07-08,97.38
2024-07-09,97.14
2024-07-10,97.38
2024-07-11,97.65
2024-07-12,97.42
2024-07-15,97.71
2024-07-16,97.91
2024-07-17,97.79
2024-07-18,97.84
2024-07-19,97.6
2024-07-22,97.19
2024-07-23,97.29
2024-07-24,97.4
2024-07-25,97.41
2024-07-26,97.51
2024-07-29,97.57
2024-07-30,97.64
2024-07-31,97.95
2024-08-01,98.09
2024-08-02,97.96
2024-08-05,97.85
2024-08-06,97.89
2024-08-07,97.81
2024-08-08,97.86
2024-08-09,97.9
2024-08-12,97.97
2024-08-13,98.22
2024-08-14,98.29
2024-08-16,98.12
2024-08-19,98.12
2024-08-20,98.11
2024-08-21,98.24
2024-08-22,98.15
2024-08-23,98.48
2024-08-26,98.44
2024-08-27,98.25
2024-08-28,98.34
2024-08-29,98.39
2024-08-30,98.25
2024-09-02,98.3
2024-09-03,98.33
2024-09-04,98.51
2024-09-05,98.63
2024-09-06,98.6
2024-09-09,98.61
2024-09-10,98.6
2024-09-11,98.71
2024-09-12,98.69
2024-09-13,98.8
2024-09-16,98.83
2024-09-17,98.77
2024-09-18,98.47
2024-09-19,98.6
2024-09-20,98.61
2024-09-23,98.77
2024-09-24,98.96
2024-09-25,98.68
2024-09-26,98.62
2024-09-27,98.48
2024-09-30,98.49
2024-10-01,98.7
2024-10-02,98.81
2024-10-03,98.84
2024-10-04,98.66
2024-10-07,98.64
2024-10-08,98.39
2024-10-09,98.42
2024-10-10,98.7
2024-10-11,98.63
2024-10-14,98.57
2024-10-15,98.64
2024-10-16,98.74
2024-10-17,98.75
2024-10-18,98.76
2024-10-21,98.76
2024-10-22,98.66
2024-10-23,98.55
2024-10-24,98.61
2024-10-25,98.38
2024-10-28,98.27
2024-10-29,98.04
2024-10-30,97.89
2024-10-31,97.81
2024-11-01,97.88
2024-11-04,97.95
2024-11-05,98.05
2024-11-06,98.11
2024-11-07,97.88
2024-11-08,98.01
2024-11-11,98.1
2024-11-12,98.01
2024-11-13,98.16
2024-11-14,98.3
2024-11-15,98.39
2024-11-18,98.26
2024-11-19,98.39
2024-11-20,98.41
2024-11-21,98.47
2024-11-22,98.7
2024-11-25,98.85
2024-11-26,98.7
2024-11-27,98.72
2024-11-28,98.9
2024-11-29,99.16
2024-12-02,99.2
2024-12-03,99.23
2024-12-04,99.21
2024-12-05,99.49
2024-12-06,99.5
2024-12-09,99.62
2024-12-10,99.66
2024-12-11,99.85
2024-12-12,99.59
2024-12-13,99.6
2024-12-16,99.54
2024-12-17,99.33
2024-12-18,99.55
2024-12-19,99.48
2024-12-20,99.46
2024-12-23,99.37
2024-12-27,99.24
2024-12-30,99.26
2025-01-02,99.49
2025-01-03,99.26
2025-01-06,99.4
2025-01-07,99.26
2025-01-08,99.19
2025-01-09,99.01
2025-01-10,98.79
2025-01-13,98.9
2025-01-14,98.98
2025-01-15,99.32
2025-01-16,99.4
2025-01-17,99.51
2025-01-20,99.47
2025-01-21,99.43
2025-01-22,99.39
2025-01-23,99.39
2025-01-24,99.36
2025-01-27,99.26
2025-01-28,99.42
2025-01-29,99.52
2025-01-30,99.66
2025-01-31,99.75
2025-02-03,100.18
2025-02-04,99.92
2025-02-05,99.99
2025-02-06,100.0
2025-02-07,99.99
2025-02-10,100.05
2025-02-11,99.95
2025-02-12,99.77
2025-02-13,99.8
2025-02-14,99.7
2025-02-17,99.51
2025-02-18,99.51
2025-02-19,99.39
2025-02-20,99.43
2025-02-21,99.48
2025-02-24,99.46
2025-02-25,99.55
2025-02-26,99.68
2025-02-27,100.0
2025-02-28,100.02
2025-03-03,100.04
2025-03-04,100.1
2025-03-05,99.71
